State,Date,Year,Month,Unemployment_Rate,Goods_Producing,Service_Providing,Mining_and_Logging,Construction,Manufacturing,Trade_Transport_and_Utilities,Information,Financial_Activities,Professional_and_Tech_Services,Education_and_Health_Services,Leisure_and_Hospitality,Government,Total_Tech_Employment_Thousands
South Dakota,2018-03-01,2018,3,2.9,64.8,364.6,0.9,20.2,43.7,85.1,5.6,29.1,31.7,72.5,44.1,80.2,37.3
South Dakota,2018-04-01,2018,4,2.8,66.3,365.1,0.9,21.5,43.9,85.2,5.5,29.2,31.8,72.1,44.9,80.0,37.3
South Dakota,2018-05-01,2018,5,2.8,69.1,373.8,1.0,23.9,44.2,87.2,5.6,29.3,32.3,72.3,48.8,81.6,37.9
South Dakota,2018-06-01,2018,6,2.7,71.0,375.6,1.1,25.1,44.8,87.5,5.6,29.4,32.8,70.9,51.3,80.9,38.4
South Dakota,2018-07-01,2018,7,2.7,71.2,369.9,1.1,25.2,44.9,87.5,5.6,29.4,33.1,70.3,51.7,75.1,38.7
South Dakota,2018-08-01,2018,8,2.7,71.1,372.7,1.1,25.3,44.7,87.6,5.7,29.3,33.1,71.1,53.4,75.5,38.800000000000004
South Dakota,2018-09-01,2018,9,2.7,70.6,372.3,1.1,24.7,44.8,86.3,5.5,29.2,32.5,72.6,49.3,80.2,38.0
South Dakota,2018-10-01,2018,10,2.7,70.1,371.8,1.0,24.3,44.8,86.3,5.6,29.2,32.5,73.0,47.4,81.0,38.1
South Dakota,2018-11-01,2018,11,2.7,69.6,371.2,1.0,23.6,45.0,87.6,5.5,29.2,32.5,73.4,45.4,80.9,38.0
South Dakota,2018-12-01,2018,12,2.7,68.5,371.5,0.9,22.5,45.1,87.8,5.6,29.4,32.4,73.7,45.1,80.8,38.0
South Dakota,2019-01-01,2019,1,2.8,66.3,362.9,0.8,20.7,44.8,85.4,5.4,28.9,31.9,72.5,43.4,79.0,37.3
South Dakota,2019-02-01,2019,2,2.8,65.8,364.0,0.8,20.1,44.9,84.4,5.5,28.8,32.2,73.2,43.4,80.1,37.7
South Dakota,2019-03-01,2019,3,2.8,66.3,364.9,0.9,20.3,45.1,84.4,5.5,28.8,32.2,73.5,43.6,80.4,37.7
South Dakota,2019-04-01,2019,4,2.8,67.8,367.3,0.9,22.0,44.9,84.9,5.4,28.9,32.9,72.8,45.1,80.7,38.3
South Dakota,2019-05-01,2019,5,2.8,70.5,374.8,1.0,24.2,45.3,86.6,5.5,29.0,33.4,73.2,48.7,81.6,38.9
South Dakota,2019-06-01,2019,6,2.8,72.2,376.4,1.1,25.6,45.5,86.9,5.6,29.2,33.7,71.6,51.2,80.9,39.300000000000004
South Dakota,2019-07-01,2019,7,2.8,72.7,371.4,1.1,26.2,45.4,87.1,5.5,29.1,33.9,71.1,52.0,75.4,39.4
South Dakota,2019-08-01,2019,8,2.7,72.3,373.6,1.1,26.1,45.1,87.0,5.6,29.1,33.9,72.2,52.8,75.9,39.5
South Dakota,2019-09-01,2019,9,2.7,71.3,373.5,1.1,25.5,44.7,85.1,5.5,28.9,33.4,73.5,49.2,81.0,38.9
South Dakota,2019-10-01,2019,10,2.7,70.8,374.2,1.1,25.1,44.6,85.2,5.5,28.9,33.6,74.7,47.9,81.5,39.1
South Dakota,2019-11-01,2019,11,2.6,70.1,374.1,1.0,24.4,44.7,86.6,5.6,28.9,33.4,75.0,46.1,81.7,39.0
South Dakota,2019-12-01,2019,12,2.6,68.7,373.7,1.0,23.2,44.5,86.9,5.5,28.9,33.3,75.1,45.8,81.3,38.8
South Dakota,2020-01-01,2020,1,2.5,65.9,365.3,0.9,20.9,44.1,84.9,5.5,28.6,32.8,74.2,43.9,78.6,38.3
South Dakota,2020-02-01,2020,2,2.5,65.8,367.7,0.9,20.6,44.3,84.3,5.5,28.5,32.8,75.1,44.1,80.6,38.3
South Dakota,2020-03-01,2020,3,2.4,66.3,366.1,0.9,21.2,44.2,84.3,5.4,28.5,33.0,74.7,42.9,80.6,38.4
South Dakota,2020-04-01,2020,4,8.8,66.4,329.7,1.0,22.8,42.6,78.0,4.9,27.9,31.9,70.9,26.1,74.8,36.8
South Dakota,2020-05-01,2020,5,6.6,68.8,340.8,1.1,25.1,42.6,80.7,5.0,28.1,32.3,70.9,34.8,73.2,37.3
South Dakota,2020-06-01,2020,6,5.3,69.9,352.3,1.1,26.2,42.6,83.4,5.0,28.4,32.9,70.8,41.1,74.2,37.9
South Dakota,2020-07-01,2020,7,4.7,70.9,352.2,1.1,27.2,42.6,84.5,5.0,28.4,32.9,71.2,44.6,68.9,37.9
South Dakota,2020-08-01,2020,8,3.9,70.8,359.5,1.1,27.0,42.7,84.9,4.9,28.4,32.7,72.0,46.7,73.0,37.6
South Dakota,2020-09-01,2020,9,3.6,69.9,362.9,1.0,26.3,42.6,84.3,4.9,28.1,32.4,73.7,43.8,78.9,37.3
South Dakota,2020-10-01,2020,10,3.3,70.3,366.7,1.0,26.3,43.0,85.2,4.9,28.2,33.2,74.3,43.3,80.7,38.1
South Dakota,2020-11-01,2020,11,3.1,69.1,364.6,1.0,24.9,43.2,85.9,5.0,28.3,33.1,74.5,40.9,80.1,38.1
South Dakota,2020-12-01,2020,12,3.0,68.8,364.2,1.0,24.4,43.4,87.3,4.9,28.1,33.4,74.0,39.7,80.1,38.3
South Dakota,2021-01-01,2021,1,2.8,65.8,357.1,0.9,21.8,43.1,84.7,4.9,28.0,32.9,73.5,39.1,77.5,37.8
South Dakota,2021-02-01,2021,2,2.8,65.1,359.1,0.9,21.2,43.0,84.4,4.9,28.0,33.0,73.8,39.8,78.6,37.9
South Dakota,2021-03-01,2021,3,2.8,66.7,361.4,1.0,22.4,43.3,85.0,4.9,28.0,33.4,74.0,40.2,79.2,38.3
South Dakota,2021-04-01,2021,4,2.8,69.1,366.7,1.1,24.5,43.5,85.8,4.9,28.0,34.3,74.6,42.9,79.3,39.199999999999996
South Dakota,2021-05-01,2021,5,2.8,70.8,373.6,1.1,26.2,43.5,87.1,5.0,28.1,34.8,74.5,46.5,80.6,39.8
South Dakota,2021-06-01,2021,6,2.7,72.9,375.9,1.2,27.5,44.2,88.0,5.1,28.4,35.3,73.1,49.6,79.0,40.4
South Dakota,2021-07-01,2021,7,2.6,73.5,373.2,1.2,27.7,44.6,88.0,5.2,28.5,35.3,72.8,51.2,74.7,40.5
South Dakota,2021-08-01,2021,8,2.5,72.8,374.8,1.2,27.2,44.4,88.0,5.2,28.4,35.2,73.2,52.1,75.4,40.400000000000006
South Dakota,2021-09-01,2021,9,2.4,71.7,375.0,1.2,26.5,44.0,86.4,5.1,28.1,34.7,74.5,48.6,80.6,39.800000000000004
South Dakota,2021-10-01,2021,10,2.3,71.2,376.3,1.1,26.0,44.1,87.3,5.1,28.1,35.2,75.4,47.3,80.9,40.300000000000004
South Dakota,2021-11-01,2021,11,2.1,70.9,375.8,1.1,25.7,44.1,88.7,5.2,28.1,35.2,75.4,45.6,80.6,40.400000000000006
South Dakota,2021-12-01,2021,12,2.0,70.2,375.7,1.1,24.7,44.4,89.3,5.2,28.2,35.4,75.4,44.8,80.3,40.6
South Dakota,2022-01-01,2022,1,1.9,67.7,368.4,1.0,22.5,44.2,86.8,5.2,27.8,35.3,74.2,43.6,78.5,40.5
South Dakota,2022-02-01,2022,2,1.9,68.2,371.4,1.0,22.5,44.7,87.2,5.2,27.8,35.6,74.5,44.1,79.9,40.800000000000004
South Dakota,2022-03-01,2022,3,1.9,68.9,374.0,1.0,23.0,44.9,87.5,5.2,27.8,36.0,74.8,45.1,80.4,41.2
South Dakota,2022-04-01,2022,4,1.9,71.3,377.3,1.1,25.2,45.0,87.9,5.1,27.9,36.6,75.3,46.6,80.6,41.7
South Dakota,2022-05-01,2022,5,1.9,72.9,382.9,1.2,26.7,45.0,88.8,5.3,28.0,37.0,75.4,49.3,81.4,42.3
South Dakota,2022-06-01,2022,6,1.9,75.3,385.4,1.3,28.4,45.6,90.0,5.2,28.2,37.3,74.5,51.9,80.2,42.5
South Dakota,2022-07-01,2022,7,1.9,75.6,381.7,1.3,28.7,45.6,90.1,5.3,28.3,37.6,74.5,52.7,74.9,42.9
South Dakota,2022-08-01,2022,8,2.0,75.3,384.5,1.3,28.5,45.5,90.3,5.4,28.3,37.6,75.2,53.7,75.8,43.0
South Dakota,2022-09-01,2022,9,2.0,74.0,384.7,1.2,27.8,45.0,89.0,5.3,28.0,37.3,76.1,50.3,80.9,42.599999999999994
South Dakota,2022-10-01,2022,10,2.0,74.3,384.9,1.3,27.7,45.3,89.9,5.2,28.0,37.3,76.2,49.0,81.4,42.5
South Dakota,2022-11-01,2022,11,1.9,73.4,384.2,1.2,27.0,45.2,91.0,5.2,28.0,37.0,76.5,47.0,81.6,42.2
South Dakota,2022-12-01,2022,12,1.9,71.9,383.0,1.1,25.6,45.2,91.3,5.2,28.1,37.0,76.7,45.8,81.1,42.2
South Dakota,2023-01-01,2023,1,1.8,70.2,375.8,1.1,24.1,45.0,89.2,5.2,27.7,36.1,76.0,44.8,79.2,41.300000000000004
South Dakota,2023-02-01,2023,2,1.8,70.3,378.7,1.1,24.0,45.2,89.0,5.1,27.7,36.4,76.5,45.3,81.0,41.5
South Dakota,2023-03-01,2023,3,1.8,71.0,380.7,1.1,24.5,45.4,89.3,5.1,27.6,36.6,76.9,45.9,81.5,41.7
South Dakota,2023-04-01,2023,4,1.8,72.8,383.1,1.2,26.5,45.1,90.2,5.0,27.7,37.1,76.5,47.2,81.5,42.1
South Dakota,2023-05-01,2023,5,1.8,75.2,389.8,1.3,28.8,45.1,91.7,5.1,27.9,37.7,76.6,50.3,82.5,42.800000000000004
South Dakota,2023-06-01,2023,6,1.8,78.0,393.8,1.4,30.7,45.9,92.9,5.2,28.1,38.5,75.7,53.3,81.5,43.7
South Dakota,2023-07-01,2023,7,1.8,78.0,387.3,1.3,31.1,45.6,92.9,5.1,28.1,38.0,75.1,53.6,75.9,43.1
South Dakota,2023-08-01,2023,8,1.8,77.7,390.9,1.3,31.0,45.4,92.8,5.2,28.0,38.0,76.2,54.8,77.3,43.2
South Dakota,2023-09-01,2023,9,1.8,76.9,391.2,1.3,30.3,45.3,91.8,5.2,27.8,37.5,76.9,51.5,82.3,42.7
South Dakota,2023-10-01,2023,10,1.8,76.1,391.8,1.3,29.8,45.0,92.3,5.2,27.7,37.3,77.8,50.2,83.1,42.5
South Dakota,2023-11-01,2023,11,1.8,75.5,391.1,1.3,29.1,45.1,93.6,5.2,27.7,37.1,78.3,48.0,83.0,42.300000000000004
South Dakota,2023-12-01,2023,12,1.8,74.9,391.4,1.2,28.2,45.5,94.2,5.2,27.8,36.9,78.5,47.6,82.9,42.1
South Dakota,2024-01-01,2024,1,1.8,71.6,381.9,1.1,25.4,45.1,91.2,5.1,27.5,36.1,77.5,45.6,80.9,41.2
South Dakota,2024-02-01,2024,2,1.7,72.1,384.6,1.2,25.5,45.4,91.1,5.1,27.3,36.1,78.1,46.3,82.5,41.2
South Dakota,2024-03-01,2024,3,1.7,73.3,387.1,1.2,26.6,45.5,91.2,5.1,27.3,36.5,78.4,47.1,83.2,41.6
South Dakota,2024-04-01,2024,4,1.8,74.8,389.6,1.2,28.3,45.3,91.5,5.1,27.3,37.2,78.6,48.6,82.9,42.300000000000004
South Dakota,2024-05-01,2024,5,1.8,76.7,396.9,1.3,29.9,45.5,92.8,5.1,27.4,37.7,79.4,51.9,84.0,42.800000000000004
South Dakota,2024-06-01,2024,6,1.8,78.3,397.5,1.4,31.2,45.7,93.5,5.1,27.8,38.2,77.5,53.9,82.5,43.300000000000004
South Dakota,2024-07-01,2024,7,1.8,78.6,391.7,1.4,31.8,45.4,93.2,5.1,27.8,38.3,77.6,54.0,76.8,43.4
South Dakota,2024-08-01,2024,8,1.9,77.9,394.2,1.3,31.5,45.1,92.9,5.2,27.7,38.0,78.8,55.3,77.5,43.2
South Dakota,2024-09-01,2024,9,1.9,77.1,395.4,1.3,30.9,44.9,92.1,5.2,27.4,37.6,79.4,52.1,83.2,42.800000000000004
South Dakota,2024-10-01,2024,10,1.9,76.7,395.5,1.3,30.7,44.7,92.4,5.2,27.3,37.4,80.3,51.1,83.5,42.6
South Dakota,2024-11-01,2024,11,1.9,75.9,396.2,1.2,30.2,44.5,93.8,5.2,27.3,37.4,81.3,49.3,83.6,42.6
South Dakota,2024-12-01,2024,12,1.9,74.7,395.4,1.2,28.9,44.6,94.3,5.2,27.3,37.2,80.7,48.9,83.5,42.400000000000006
South Dakota,2025-01-01,2025,1,2.0,71.7,386.4,1.0,26.6,44.1,91.5,5.1,27.3,36.3,80.0,46.8,81.2,41.4
South Dakota,2025-02-01,2025,2,2.0,71.5,387.5,1.0,26.3,44.2,91.0,5.1,27.3,36.5,79.9,46.8,82.7,41.6
South Dakota,2025-03-01,2025,3,2.0,72.5,388.7,1.0,27.2,44.3,90.8,5.1,27.2,36.9,80.0,47.2,83.1,42.0
South Dakota,2025-04-01,2025,4,2.0,74.8,392.8,1.1,29.2,44.5,91.7,5.0,27.2,37.4,80.9,49.1,83.0,42.4
South Dakota,2025-05-01,2025,5,2.0,76.3,398.8,1.2,30.6,44.5,93.0,5.1,27.3,37.7,80.6,52.9,83.6,42.800000000000004
South Dakota,2025-06-01,2025,6,2.0,77.7,400.1,1.3,31.8,44.6,93.7,5.1,27.6,38.1,79.1,54.5,82.9,43.2
South Dakota,2025-07-01,2025,7,2.0,77.9,394.5,1.3,32.3,44.3,93.5,5.1,27.7,38.3,79.1,55.0,76.6,43.4
South Dakota,2025-08-01,2025,8,2.1,77.7,396.3,1.3,32.0,44.4,93.5,5.1,27.5,38.1,79.7,55.9,77.5,43.2
South Dakota,2025-09-01,2025,9,2.1,76.3,396.3,1.2,31.1,44.0,92.2,5.0,27.3,37.4,80.4,52.3,83.0,42.4
South Dakota,2025-10-01,2025,10,,76.5,397.6,1.2,31.4,43.9,92.5,5.0,27.4,37.1,80.9,52.6,82.9,42.1
South Dakota,2025-11-01,2025,11,2.2,74.4,396.8,1.2,29.3,43.9,93.5,4.9,27.4,36.9,81.5,51.2,82.6,41.8
South Dakota,2025-12-01,2025,12,2.2,72.9,396.8,1.2,28.1,43.6,93.0,4.9,27.5,36.0,81.9,52.4,82.3,40.9
South Dakota,2026-01-01,2026,1,2.2,71.3,387.6,1.2,26.4,43.7,90.3,4.8,26.9,35.5,80.9,50.6,79.9,40.3
South Dakota,2026-02-01,2026,2,2.3,71.4,389.6,1.2,26.3,43.9,90.2,4.8,26.6,36.1,81.0,50.6,81.6,40.9
Tennessee,2016-01-01,2016,1,4.8,450.8,2455.1,4.3,110.3,336.2,600.6,45.3,158.0,396.9,420.2,300.7,425.5,442.2
Tennessee,2016-02-01,2016,2,4.7,451.7,2470.9,4.3,109.8,337.6,599.5,45.8,158.6,397.2,424.5,302.1,434.5,443.0
Tennessee,2016-03-01,2016,3,4.7,456.0,2490.2,4.0,112.5,339.5,601.6,45.0,159.0,399.6,426.2,310.1,439.0,444.6
Tennessee,2016-04-01,2016,4,4.7,458.3,2512.9,4.0,113.9,340.4,606.6,45.7,160.4,405.4,427.3,320.9,435.9,451.09999999999997
Tennessee,2016-05-01,2016,5,4.7,460.1,2511.5,4.0,114.4,341.7,607.5,45.4,161.5,404.8,426.1,325.0,430.0,450.2
Tennessee,2016-06-01,2016,6,4.7,464.0,2488.6,4.0,116.5,343.5,608.4,46.9,162.3,406.3,422.0,331.8,398.6,453.2
Tennessee,2016-07-01,2016,7,4.7,464.8,2483.9,4.0,117.5,343.3,610.8,45.2,163.1,404.0,422.8,330.1,395.7,449.2
Tennessee,2016-08-01,2016,8,4.8,465.4,2510.5,4.0,117.4,344.0,611.3,45.2,163.8,409.2,426.5,329.5,413.6,454.4
Tennessee,2016-09-01,2016,9,4.8,466.1,2539.6,4.1,118.3,343.7,610.7,45.8,164.2,411.2,432.5,326.1,437.5,457.0
Tennessee,2016-10-01,2016,10,4.8,465.5,2546.0,4.0,117.8,343.7,614.4,45.7,163.9,413.7,434.5,321.5,440.9,459.4
Tennessee,2016-11-01,2016,11,4.8,466.1,2567.4,4.0,117.8,344.3,627.5,46.7,164.4,416.0,435.8,320.9,444.3,462.7
Tennessee,2016-12-01,2016,12,4.7,467.6,2568.7,4.0,117.3,346.3,630.4,45.8,165.0,420.2,435.3,319.4,440.8,466.0
Tennessee,2017-01-01,2017,1,4.5,461.9,2493.3,4.0,113.9,344.0,607.8,45.4,163.7,399.7,428.6,310.4,426.8,445.09999999999997
Tennessee,2017-02-01,2017,2,4.3,465.7,2515.9,4.1,115.8,345.8,605.8,46.1,164.9,402.0,434.7,312.8,437.8,448.1
Tennessee,2017-03-01,2017,3,4.1,467.9,2527.8,4.0,117.6,346.3,606.0,45.7,165.9,402.7,435.7,320.4,438.6,448.4
Tennessee,2017-04-01,2017,4,3.9,470.6,2546.4,4.1,119.6,346.9,608.6,45.5,166.8,406.7,435.9,329.6,439.5,452.2
Tennessee,2017-05-01,2017,5,3.7,471.7,2548.0,4.2,120.9,346.6,609.6,46.0,168.0,406.9,433.7,334.9,434.3,452.9
Tennessee,2017-06-01,2017,6,3.6,475.0,2528.8,4.3,122.3,348.4,611.5,47.6,169.6,410.8,429.5,341.2,402.5,458.40000000000003
Tennessee,2017-07-01,2017,7,3.5,473.8,2519.5,4.2,122.4,347.2,611.8,46.0,169.8,409.6,428.5,338.3,399.8,455.6
Tennessee,2017-08-01,2017,8,3.4,474.8,2543.3,4.2,123.0,347.6,614.4,46.1,170.6,411.3,431.8,339.2,414.5,457.40000000000003
Tennessee,2017-09-01,2017,9,3.4,473.9,2571.7,4.3,122.7,346.9,614.0,45.8,170.6,414.2,438.0,333.9,439.8,460.0
Tennessee,2017-10-01,2017,10,3.4,472.5,2581.9,4.2,122.2,346.1,617.2,46.7,172.0,416.0,440.9,330.8,443.0,462.7
Tennessee,2017-11-01,2017,11,3.5,474.1,2607.9,4.3,122.4,347.4,631.3,47.9,171.6,423.8,441.9,330.5,445.1,471.7
Tennessee,2017-12-01,2017,12,3.5,474.3,2606.3,4.3,121.7,348.3,635.1,46.2,172.2,424.4,441.0,328.7,442.8,470.59999999999997
Tennessee,2018-01-01,2018,1,3.5,468.2,2531.1,4.2,117.2,346.8,612.4,45.5,170.8,404.9,434.3,317.3,431.6,450.4
Tennessee,2018-02-01,2018,2,3.5,470.1,2556.2,4.3,118.2,347.6,610.6,45.6,172.2,410.0,440.4,320.2,441.5,455.6
Tennessee,2018-03-01,2018,3,3.5,473.6,2572.1,4.3,121.1,348.2,613.4,45.5,173.1,410.0,441.6,328.7,443.1,455.5
Tennessee,2018-04-01,2018,4,3.5,476.2,2585.7,4.4,122.7,349.1,613.5,45.9,173.6,414.0,439.9,337.3,444.1,459.9
Tennessee,2018-05-01,2018,5,3.5,478.1,2593.2,4.4,124.3,349.4,616.9,45.5,174.4,415.8,438.0,344.0,440.3,461.3
Tennessee,2018-06-01,2018,6,3.5,482.6,2573.1,4.4,127.2,351.0,618.5,47.4,175.7,418.5,434.9,349.8,408.4,465.9
Tennessee,2018-07-01,2018,7,3.5,482.8,2558.7,4.4,127.1,351.3,618.8,44.5,175.9,413.9,434.0,348.3,403.6,458.4
Tennessee,2018-08-01,2018,8,3.5,485.5,2589.7,4.4,128.0,353.1,620.5,44.7,176.3,419.9,437.7,350.1,421.1,464.59999999999997
Tennessee,2018-09-01,2018,9,3.5,486.6,2611.8,4.4,128.8,353.4,619.4,45.0,176.3,422.0,443.2,342.9,443.4,467.0
Tennessee,2018-10-01,2018,10,3.5,485.3,2623.0,4.4,127.7,353.2,624.1,44.7,175.6,424.5,445.3,340.3,449.1,469.2
Tennessee,2018-11-01,2018,11,3.5,486.6,2652.8,4.4,127.9,354.3,641.0,45.2,176.3,432.3,446.4,338.8,453.6,477.5
Tennessee,2018-12-01,2018,12,3.5,485.5,2647.6,4.4,126.8,354.3,644.8,44.5,176.3,430.7,444.9,337.6,449.5,475.2
Tennessee,2019-01-01,2019,1,3.5,482.4,2586.0,4.3,124.3,353.8,625.4,44.0,175.9,418.4,439.3,329.2,435.6,462.4
Tennessee,2019-02-01,2019,2,3.4,484.6,2605.6,4.4,125.0,355.2,624.6,44.4,176.4,419.6,445.4,330.4,445.8,464.0
Tennessee,2019-03-01,2019,3,3.4,486.6,2617.5,4.4,126.9,355.3,624.8,44.4,176.6,420.4,446.5,337.9,446.8,464.79999999999995
Tennessee,2019-04-01,2019,4,3.4,489.1,2632.7,4.4,129.3,355.4,625.3,45.3,177.3,424.5,444.0,348.7,446.3,469.8
Tennessee,2019-05-01,2019,5,3.3,491.8,2636.2,4.4,131.3,356.1,628.0,45.3,177.8,423.7,444.8,352.7,441.6,469.0
Tennessee,2019-06-01,2019,6,3.2,494.9,2616.0,4.5,132.8,357.6,630.0,46.6,179.0,427.7,441.4,357.8,410.0,474.3
Tennessee,2019-07-01,2019,7,3.2,494.0,2601.8,4.5,132.1,357.4,628.6,46.2,179.0,426.0,437.6,356.6,405.0,472.2
Tennessee,2019-08-01,2019,8,3.2,493.4,2635.8,4.5,132.1,356.8,631.0,45.8,179.2,431.1,443.4,359.9,422.9,476.90000000000003
Tennessee,2019-09-01,2019,9,3.3,493.0,2657.1,4.5,131.7,356.8,630.8,45.9,178.8,430.3,448.7,353.6,446.4,476.2
Tennessee,2019-10-01,2019,10,3.3,486.6,2659.5,4.6,132.1,349.9,632.7,46.6,178.3,432.1,449.4,348.0,449.6,478.70000000000005
Tennessee,2019-11-01,2019,11,3.4,492.8,2692.9,4.5,132.0,356.3,649.4,47.2,179.6,440.1,452.9,348.2,452.4,487.3
Tennessee,2019-12-01,2019,12,3.4,492.5,2687.8,4.4,131.4,356.7,654.1,46.0,179.7,438.3,451.9,345.5,449.0,484.3
Tennessee,2020-01-01,2020,1,3.4,486.3,2632.8,4.3,128.2,353.8,635.0,45.0,178.3,427.7,447.1,336.9,440.2,472.7
Tennessee,2020-02-01,2020,2,3.5,486.3,2649.5,4.2,128.2,353.9,631.6,45.6,178.7,429.9,450.9,338.5,450.8,475.5
Tennessee,2020-03-01,2020,3,3.5,486.7,2642.1,4.2,129.4,353.1,629.6,45.2,178.1,427.5,449.8,336.3,452.3,472.7
Tennessee,2020-04-01,2020,4,15.7,425.7,2357.8,4.2,126.0,295.5,579.1,41.8,172.5,386.4,415.2,219.4,437.5,428.2
Tennessee,2020-05-01,2020,5,12.1,433.8,2409.4,4.2,129.0,300.6,596.5,42.0,172.4,390.3,419.3,252.9,426.0,432.3
Tennessee,2020-06-01,2020,6,10.2,463.8,2460.4,4.1,130.3,329.4,611.8,41.9,173.5,399.8,422.9,281.7,413.7,441.7
Tennessee,2020-07-01,2020,7,9.0,469.5,2452.7,4.1,130.2,335.2,614.3,42.1,173.9,403.7,423.5,289.6,390.0,445.8
Tennessee,2020-08-01,2020,8,7.6,471.7,2501.5,4.1,130.6,337.0,620.2,42.1,174.4,413.3,428.2,290.3,416.8,455.40000000000003
Tennessee,2020-09-01,2020,9,7.1,474.9,2536.1,4.1,131.1,339.7,623.2,43.2,174.0,414.0,434.4,292.1,438.8,457.2
Tennessee,2020-10-01,2020,10,6.3,477.8,2580.8,4.1,132.5,341.2,637.4,43.0,174.9,429.5,440.1,294.8,442.7,472.5
Tennessee,2020-11-01,2020,11,5.9,480.1,2611.6,4.1,132.7,343.3,657.2,43.9,175.4,435.8,441.7,295.3,443.7,479.7
Tennessee,2020-12-01,2020,12,5.6,483.0,2622.8,4.2,132.8,346.0,669.4,43.9,175.4,439.2,441.5,293.4,440.9,483.09999999999997
Tennessee,2021-01-01,2021,1,5.3,479.2,2546.4,4.1,130.2,344.9,641.1,43.3,173.9,426.4,434.8,282.9,425.6,469.7
Tennessee,2021-02-01,2021,2,5.2,479.9,2564.7,4.1,130.0,345.8,639.3,44.2,174.2,429.2,438.5,284.3,436.1,473.4
Tennessee,2021-03-01,2021,3,5.1,485.2,2580.5,4.1,133.0,348.1,639.8,44.2,174.6,430.8,440.4,293.8,436.6,475.0
Tennessee,2021-04-01,2021,4,5.0,484.1,2583.4,4.2,134.8,345.1,631.1,45.1,174.6,427.7,440.5,304.3,438.5,472.8
Tennessee,2021-05-01,2021,5,4.9,486.3,2596.4,4.2,134.9,347.2,634.8,45.8,176.0,432.5,436.8,315.7,432.6,478.3
Tennessee,2021-06-01,2021,6,4.7,490.6,2601.5,4.3,137.0,349.3,637.1,46.8,176.6,430.5,434.1,326.0,426.5,477.3
Tennessee,2021-07-01,2021,7,4.4,495.0,2597.8,4.3,138.6,352.1,643.2,48.1,177.5,438.1,435.3,333.6,397.7,486.20000000000005
Tennessee,2021-08-01,2021,8,4.2,495.3,2626.1,4.2,139.1,352.0,645.1,49.0,178.1,442.3,439.4,332.9,415.6,491.3
Tennessee,2021-09-01,2021,9,3.9,492.6,2644.3,4.3,139.2,349.1,644.7,49.0,177.0,439.3,442.4,329.3,439.8,488.3
Tennessee,2021-10-01,2021,10,3.7,495.3,2668.6,4.2,140.2,350.9,655.9,49.4,178.4,449.9,445.9,323.1,442.9,499.29999999999995
Tennessee,2021-11-01,2021,11,3.5,497.6,2693.4,4.2,140.8,352.6,672.1,50.8,179.1,453.0,446.9,324.1,444.1,503.8
Tennessee,2021-12-01,2021,12,3.4,501.0,2695.9,4.3,140.1,356.6,678.6,50.4,179.3,453.8,444.1,324.5,442.1,504.2
Tennessee,2022-01-01,2022,1,3.4,497.5,2650.9,4.3,137.8,355.4,662.6,50.8,178.5,450.8,440.1,315.5,430.5,501.6
Tennessee,2022-02-01,2022,2,3.4,503.7,2689.6,4.3,140.4,359.0,670.4,51.9,179.5,456.4,446.6,322.2,439.2,508.29999999999995
Tennessee,2022-03-01,2022,3,3.3,508.4,2698.9,4.4,143.1,360.9,668.8,52.8,179.6,457.1,447.5,329.0,440.5,509.90000000000003
Tennessee,2022-04-01,2022,4,3.3,511.3,2719.6,4.4,144.4,362.5,666.0,53.6,181.8,461.7,448.3,340.7,442.6,515.3
Tennessee,2022-05-01,2022,5,3.3,514.3,2726.8,4.4,146.4,363.5,667.5,54.1,183.1,462.4,447.3,347.8,439.0,516.5
Tennessee,2022-06-01,2022,6,3.3,518.8,2720.5,4.5,148.9,365.4,666.1,54.8,184.3,460.7,443.1,355.1,429.6,515.5
Tennessee,2022-07-01,2022,7,3.3,521.5,2709.3,4.5,149.6,367.4,667.6,55.1,187.0,464.8,447.5,356.6,404.1,519.9
Tennessee,2022-08-01,2022,8,3.3,522.3,2737.6,4.5,150.1,367.7,669.5,56.4,187.7,467.3,451.4,356.9,421.9,523.7
Tennessee,2022-09-01,2022,9,3.4,523.6,2770.3,4.5,151.4,367.7,670.6,55.9,188.3,470.2,459.0,355.4,444.8,526.1
Tennessee,2022-10-01,2022,10,3.4,523.0,2773.3,4.5,151.2,367.3,675.5,55.9,188.5,467.8,461.3,349.4,449.0,523.7
Tennessee,2022-11-01,2022,11,3.4,523.2,2799.0,4.6,151.2,367.4,689.5,56.5,189.4,468.6,464.3,351.4,453.5,525.1
Tennessee,2022-12-01,2022,12,3.4,523.6,2792.4,4.6,150.3,368.7,693.6,55.8,190.3,465.8,462.0,348.7,450.9,521.6
Tennessee,2023-01-01,2023,1,3.4,519.8,2746.6,4.6,148.3,366.9,675.2,56.6,187.8,459.0,461.4,340.5,440.5,515.6
Tennessee,2023-02-01,2023,2,3.3,521.1,2772.2,4.6,149.5,367.0,675.2,56.8,189.1,462.6,466.5,344.2,451.5,519.4
Tennessee,2023-03-01,2023,3,3.3,523.3,2780.4,4.6,152.3,366.4,673.5,56.4,190.3,462.1,466.8,352.2,452.6,518.5
Tennessee,2023-04-01,2023,4,3.2,523.0,2790.5,4.6,153.4,365.0,671.3,54.9,190.9,464.7,469.4,363.0,449.0,519.6
